sepal_l,sepal_w,petal_l,petal_w,species-Iris-setosa,species-Iris-versicolor,species-Iris-virginica,0,0
-1.2599637855990478,0.7861738301608542,-1.0525133742242345,0.2,1.0,0.0,0.0,0.2,0.27659842371940613
-1.0184371813308597,-0.1315388120502606,-1.2224563302346059,0.2,1.0,0.0,0.0,0.2,0.21858343482017517
-0.8976738791967661,0.5567456696080751,-1.165808678231149,0.5,1.0,0.0,0.0,0.5,0.2622188329696655
-0.29385736852629624,-0.8198232937085964,0.25038262185528054,1.3,0.0,1.0,0.0,1.3,1.2558403015136719
-0.8976738791967661,0.7861738301608542,-1.2791039822380632,0.2,1.0,0.0,0.0,0.2,0.26443737745285034
-0.1730940663922016,-0.1315388120502606,0.25038262185528054,1.2,0.0,1.0,0.0,1.2,1.4363281726837158
2.242171976289678,1.7038864723719689,1.6665739219417097,2.2,0.0,0.0,1.0,2.2,2.248258113861084
-1.5014903898672358,0.3273175090552973,-1.3357516342415203,0.2,1.0,0.0,0.0,0.2,0.2068706452846527
0.4307224442782682,-0.36096697260303956,0.3070302738587375,1.3,0.0,1.0,0.0,1.3,1.3867778778076172
-0.1730940663922016,-1.2786796148141544,0.7035638378829377,2.0,0.0,0.0,1.0,2.0,1.7603671550750732
-0.41462067066038977,2.6215991145830846,-1.3357516342415203,0.2,1.0,0.0,0.0,0.2,0.2935450077056885
0.1891958400100801,-0.1315388120502606,0.5902685338760233,1.8,0.0,0.0,1.0,1.8,1.8332903385162354
-0.05233076425810806,-0.8198232937085964,0.7602114898863948,1.9,0.0,0.0,1.0,1.9,1.8480026721954346
0.1891958400100801,-1.9669640964724902,0.13708731784836609,1.0,0.0,1.0,0.0,1.0,1.1291730403900146
-0.5353839727944832,-0.1315388120502606,0.42032557786565194,1.5,0.0,1.0,0.0,1.5,1.4691753387451172
0.4307224442782682,0.7861738301608542,0.9301544458967667,2.3,0.0,0.0,1.0,2.3,2.256767749786377
-0.41462067066038977,-1.7375359359197122,0.13708731784836609,1.3,0.0,1.0,0.0,1.3,1.058262586593628
-0.5353839727944832,1.9333146329247477,-1.165808678231149,0.4,1.0,0.0,0.0,0.4,0.27458077669143677
-1.0184371813308597,-1.7375359359197122,-0.25944624617583417,1.0,0.0,1.0,0.0,1.0,1.0357699394226074
0.6722490485464564,-0.8198232937085964,0.8735067938933092,1.9,0.0,0.0,1.0,1.9,1.8088231086730957
-1.0184371813308597,0.5567456696080751,-1.3357516342415203,0.2,1.0,0.0,0.0,0.2,0.2408764511346817
-1.0184371813308597,0.3273175090552973,-1.4490469382484348,0.2,1.0,0.0,0.0,0.2,0.22195175290107727
-0.41462067066038977,-1.5081077753669332,0.023792013841451656,1.1,0.0,1.0,0.0,1.1,1.0664100646972656
1.034538954948738,-0.1315388120502606,0.7035638378829377,1.7,0.0,1.0,0.0,1.7,1.5406954288482666
-1.1392004834649532,0.09788934850251833,-1.2791039822380632,0.2,1.0,0.0,0.0,0.2,0.21509698033332825
-0.05233076425810806,-0.5903951331558185,0.7602114898863948,2.4,0.0,0.0,1.0,2.4,1.8730850219726562
-1.0184371813308597,0.7861738301608542,-1.2791039822380632,0.2,1.0,0.0,0.0,0.2,0.25562459230422974
-1.0184371813308597,1.015601990713633,-1.2224563302346059,0.6,1.0,0.0,0.0,0.6,0.2563256025314331
0.06843253787598655,0.3273175090552973,0.5902685338760233,1.8,0.0,1.0,0.0,1.8,1.5949108600616455
-0.8976738791967661,-1.2786796148141544,-0.4293892021862056,1.1,0.0,1.0,0.0,1.1,0.9782621264457703
1.2760655592169263,0.3273175090552973,1.1000974019071381,2.3,0.0,0.0,1.0,2.3,2.128833532333374
0.1891958400100801,-0.8198232937085964,0.7602114898863948,1.6,0.0,1.0,0.0,1.6,1.5213313102722168
0.30995914214417364,-1.0492514542613753,1.0434497499036806,1.4,0.0,0.0,1.0,1.4,2.0236008167266846
2.242171976289678,-0.1315388120502606,1.3266880099209664,2.3,0.0,0.0,1.0,2.3,1.731149435043335
-0.41462067066038977,-1.2786796148141544,0.13708731784836609,1.3,0.0,1.0,0.0,1.3,1.1719303131103516
-1.743016994135423,-0.36096697260303956,-1.3357516342415203,0.2,1.0,0.0,0.0,0.2,0.17466990649700165
-1.8637802962695176,-0.1315388120502606,-1.5056945902518917,0.1,1.0,0.0,0.0,0.1,0.14899402856826782
0.1891958400100801,-1.9669640964724902,0.7035638378829377,1.5,0.0,0.0,1.0,1.5,1.9030864238739014
1.6383554656192079,0.3273175090552973,1.2700403579175095,1.8,0.0,0.0,1.0,1.8,2.0584583282470703
-1.5014903898672358,0.09788934850251833,-1.2791039822380632,0.2,1.0,0.0,0.0,0.2,0.19050894677639008
-0.8976738791967661,1.015601990713633,-1.3357516342415203,0.3,1.0,0.0,0.0,0.3,0.2573714852333069
-1.743016994135423,-0.1315388120502606,-1.3923992862449772,0.2,1.0,0.0,0.0,0.2,0.15924660861492157
0.5514857464123618,-1.2786796148141544,0.6469161858794809,1.5,0.0,1.0,0.0,1.5,1.4332530498504639
0.5514857464123618,0.7861738301608542,1.0434497499036806,2.4,0.0,0.0,1.0,2.4,2.141789674758911
-1.5014903898672358,0.7861738301608542,-1.3357516342415203,0.3,1.0,0.0,0.0,0.3,0.20689713954925537
1.1553022570828317,-0.1315388120502606,0.9868020979002236,2.1,0.0,0.0,1.0,2.1,2.0622615814208984
0.5514857464123618,0.5567456696080751,1.2700403579175095,2.5,0.0,0.0,1.0,2.5,2.227160930633545
-1.3807270877331412,0.3273175090552973,-1.3923992862449772,0.2,1.0,0.0,0.0,0.2,0.19393929839134216
0.30995914214417364,-0.36096697260303956,0.5336208818725664,1.4,0.0,1.0,0.0,1.4,1.433245301246643
0.79301235068055,-0.5903951331558185,0.4769732298691089,1.5,0.0,1.0,0.0,1.5,1.3795876502990723
0.4307224442782682,-0.5903951331558185,0.5902685338760233,1.8,0.0,0.0,1.0,1.8,1.753422498703003
1.3968288613510198,0.3273175090552973,0.5336208818725664,1.4,0.0,1.0,0.0,1.4,1.3352744579315186
0.6722490485464564,0.3273175090552973,0.8735067938933092,2.3,0.0,0.0,1.0,2.3,2.010035514831543
-0.8976738791967661,1.7038864723719689,-1.2224563302346059,0.2,1.0,0.0,0.0,0.2,0.2606083154678345
1.2760655592169263,0.09788934850251833,0.9301544458967667,2.1,0.0,0.0,1.0,2.1,1.995713233947754
0.06843253787598655,-0.1315388120502606,0.25038262185528054,1.5,0.0,1.0,0.0,1.5,1.3395259380340576
0.79301235068055,-0.1315388120502606,0.8168591418898522,2.0,0.0,0.0,1.0,2.0,1.9352381229400635
-0.1730940663922016,-1.0492514542613753,-0.14615094216891975,1.0,0.0,1.0,0.0,1.0,1.0701477527618408
-0.7769105770626714,-0.8198232937085964,0.08043966584490887,1.4,0.0,1.0,0.0,1.4,1.2227540016174316
0.30995914214417364,-0.1315388120502606,0.4769732298691089,1.4,0.0,1.0,0.0,1.4,1.4878711700439453
-1.6222536920013295,-1.7375359359197122,-1.3923992862449772,0.3,1.0,0.0,0.0,0.3,0.5979214906692505
0.9137756528146435,-0.36096697260303956,0.4769732298691089,1.3,0.0,1.0,0.0,1.3,1.4738681316375732
-0.41462067066038977,-1.0492514542613753,0.36367792586219494,1.2,0.0,1.0,0.0,1.2,1.3429279327392578
-0.6561472749285779,1.474458311819191,-1.2791039822380632,0.2,1.0,0.0,0.0,0.2,0.2856830358505249
-0.29385736852629624,-0.1315388120502606,0.19373496985182306,1.3,0.0,1.0,0.0,1.3,1.367356300354004
1.7591187677533016,-0.36096697260303956,1.4399833139278808,1.8,0.0,0.0,1.0,1.8,2.1620352268218994
1.034538954948738,0.5567456696080751,1.1000974019071381,2.1,0.0,0.0,1.0,2.1,2.3156328201293945
-0.8976738791967661,1.474458311819191,-1.2791039822380632,0.4,1.0,0.0,0.0,0.4,0.27123504877090454
-1.1392004834649532,-1.5081077753669332,-0.25944624617583417,1.0,0.0,1.0,0.0,1.0,1.1397924423217773
1.034538954948738,0.5567456696080751,1.1000974019071381,2.5,0.0,0.0,1.0,2.5,2.3156328201293945
1.6383554656192079,-0.1315388120502606,1.156745053910595,1.6,0.0,0.0,1.0,1.6,2.1043217182159424
-1.1392004834649532,1.245030151266412,-1.3357516342415203,0.1,1.0,0.0,0.0,0.1,0.2562238574028015
1.034538954948738,0.09788934850251833,1.0434497499036806,2.4,0.0,0.0,1.0,2.4,2.2022671699523926
-1.1392004834649532,-0.1315388120502606,-1.3357516342415203,0.2,1.0,0.0,0.0,0.2,0.2081800252199173
1.2760655592169263,0.09788934850251833,0.6469161858794809,1.5,0.0,1.0,0.0,1.5,1.482316017150879
1.8798820698873961,-0.5903951331558185,1.3266880099209664,1.9,0.0,0.0,1.0,1.9,2.084425449371338
0.5514857464123618,-0.36096697260303956,1.0434497499036806,1.8,0.0,0.0,1.0,1.8,2.0266952514648438
-0.1730940663922016,-0.5903951331558185,0.19373496985182306,1.3,0.0,1.0,0.0,1.3,1.292844295501709
0.79301235068055,-0.1315388120502606,0.9868020979002236,1.8,0.0,0.0,1.0,1.8,2.1047511100769043
0.5514857464123618,-1.7375359359197122,0.36367792586219494,1.3,0.0,1.0,0.0,1.3,1.2972854375839233
0.6722490485464564,-0.36096697260303956,0.3070302738587375,1.3,0.0,1.0,0.0,1.3,1.3839495182037354
-0.29385736852629624,-0.5903951331558185,0.6469161858794809,2.0,0.0,0.0,1.0,2.0,1.9477252960205078
0.06843253787598655,-0.1315388120502606,0.7602114898863948,1.8,0.0,0.0,1.0,1.8,1.9372049570083618
-0.5353839727944832,0.7861738301608542,-1.165808678231149,0.2,1.0,0.0,0.0,0.2,0.31044772267341614
0.30995914214417364,-0.5903951331558185,0.13708731784836609,1.3,0.0,1.0,0.0,1.3,1.2144312858581543
-1.1392004834649532,-1.2786796148141544,0.42032557786565194,1.7,0.0,0.0,1.0,1.7,1.9122437238693237
-0.05233076425810806,2.1627427934775265,-1.4490469382484348,0.2,1.0,0.0,0.0,0.2,0.34059667587280273
-0.05233076425810806,-1.0492514542613753,0.13708731784836609,1.2,0.0,1.0,0.0,1.2,1.1627476215362549
1.5175921634851133,-0.1315388120502606,1.2133927059140526,2.1,0.0,0.0,1.0,2.1,2.165313482284546
